     time             m1            m2            x1            y1            z1            x2            y2            z2           vx1           vy1           vz1           vx2           vy2           vz2    separation   semimajor_a  eccentricity    unbound_m          spin1         spin2       rstar95       rstar99        r_peri        v1_inf        v2_inf   orb._period
 0.16500D+03   1.852003       0.000000      0.944422E-02  0.289474E-02  0.442546E-02   0.00000       0.00000       0.00000      0.217183E-03 -0.127339E-04  0.154621E-03   0.00000       0.00000       0.00000      0.108239E-01   0.00000      -1.00000      0.148097      0.555413       0.00000       4.84291       13.7536       0.00000      0.266905E-03  0.266905E-03   0.00000    
 0.16800D+03   1.851972       0.000000      0.914806E-02  0.237977E-02  0.625029E-02   0.00000       0.00000       0.00000      0.192878E-03 -0.207362E-04  0.188993E-03   0.00000       0.00000       0.00000      0.113321E-01   0.00000      -1.00000      0.148128      0.554891       0.00000       4.81841       14.7607       0.00000      0.270833E-03  0.270833E-03   0.00000    
 0.17100D+03   1.851987       0.000000      0.114832E-01  0.165019E-02  0.683887E-02   0.00000       0.00000       0.00000      0.222022E-03 -0.766245E-05  0.181482E-03   0.00000       0.00000       0.00000      0.134669E-01   0.00000      -1.00000      0.148114      0.554486       0.00000       4.80402       15.7275       0.00000      0.286859E-03  0.286859E-03   0.00000    
 0.17400D+03   1.852018       0.000000      0.125410E-01  0.121661E-02  0.771099E-02   0.00000       0.00000       0.00000      0.227588E-03 -0.797671E-05  0.186178E-03   0.00000       0.00000       0.00000      0.147722E-01   0.00000      -1.00000      0.148082      0.553990       0.00000       4.84761       16.6546       0.00000      0.294147E-03  0.294147E-03   0.00000    
 0.17700D+03   1.852112       0.000000      0.125630E-01  0.257314E-02  0.880423E-02   0.00000       0.00000       0.00000      0.226260E-03  0.544006E-06  0.192982E-03   0.00000       0.00000       0.00000      0.155552E-01   0.00000      -1.00000      0.147989      0.553742       0.00000       4.91633       17.5318       0.00000      0.297382E-03  0.297382E-03   0.00000    
 0.18000D+03   1.852155       0.000000      0.123634E-01  0.383568E-02  0.913160E-02   0.00000       0.00000       0.00000      0.218106E-03  0.123935E-04  0.184949E-03   0.00000       0.00000       0.00000      0.158415E-01   0.00000      -1.00000      0.147945      0.553530       0.00000       4.96071       18.3512       0.00000      0.286234E-03  0.286234E-03   0.00000    
 0.18300D+03   1.852200       0.000000      0.131950E-01  0.389463E-02  0.963520E-02   0.00000       0.00000       0.00000      0.221118E-03  0.118781E-04  0.181360E-03   0.00000       0.00000       0.00000      0.167962E-01   0.00000      -1.00000      0.147901      0.553433       0.00000       5.02354       19.1007       0.00000      0.286227E-03  0.286227E-03   0.00000    
 0.18600D+03   1.852254       0.000000      0.136279E-01  0.422278E-02  0.106256E-01   0.00000       0.00000       0.00000      0.216714E-03  0.179885E-04  0.186770E-03   0.00000       0.00000       0.00000      0.177892E-01   0.00000      -1.00000      0.147846      0.553443       0.00000       5.07851       19.8431       0.00000      0.286655E-03  0.286655E-03   0.00000    
 0.18900D+03   1.852302       0.000000      0.144105E-01  0.398318E-02  0.111535E-01   0.00000       0.00000       0.00000      0.219277E-03  0.136610E-04  0.183734E-03   0.00000       0.00000       0.00000      0.186528E-01   0.00000      -1.00000      0.147798      0.553410       0.00000       5.11640       20.5713       0.00000      0.286404E-03  0.286404E-03   0.00000    
 0.19200D+03   1.852366       0.000000      0.148243E-01  0.405831E-02  0.120322E-01   0.00000       0.00000       0.00000      0.215155E-03  0.133772E-04  0.186377E-03   0.00000       0.00000       0.00000      0.195193E-01   0.00000      -1.00000      0.147735      0.553422       0.00000       5.15832       21.2191       0.00000      0.284969E-03  0.284969E-03   0.00000    
 0.19501D+03   1.852387       0.000000      0.155752E-01  0.397653E-02  0.125712E-01   0.00000       0.00000       0.00000      0.216615E-03  0.115903E-04  0.183957E-03   0.00000       0.00000       0.00000      0.204068E-01   0.00000      -1.00000      0.147713      0.553422       0.00000       5.23280       21.8398       0.00000      0.284423E-03  0.284423E-03   0.00000    
 0.19800D+03   1.852394       0.000000      0.163603E-01  0.401979E-02  0.132924E-01   0.00000       0.00000       0.00000      0.218361E-03  0.102199E-04  0.184715E-03   0.00000       0.00000       0.00000      0.214594E-01   0.00000      -1.00000      0.147706      0.553408       0.00000       5.27662       22.4200       0.00000      0.286191E-03  0.286191E-03   0.00000    
 0.20100D+03   1.852435       0.000000      0.172087E-01  0.406367E-02  0.136239E-01   0.00000       0.00000       0.00000      0.219130E-03  0.981004E-05  0.181211E-03   0.00000       0.00000       0.00000      0.223218E-01   0.00000      -1.00000      0.147665      0.553389       0.00000       5.33423       22.9900       0.00000      0.284520E-03  0.284520E-03   0.00000    
 0.20400D+03   1.852466       0.000000      0.176941E-01  0.399611E-02  0.144372E-01   0.00000       0.00000       0.00000      0.217907E-03  0.819385E-05  0.183442E-03   0.00000       0.00000       0.00000      0.231837E-01   0.00000      -1.00000      0.147635      0.553380       0.00000       5.39689       23.5284       0.00000      0.284959E-03  0.284959E-03   0.00000    
 0.20700D+03   1.852480       0.000000      0.183853E-01  0.429302E-02  0.150356E-01   0.00000       0.00000       0.00000      0.218650E-03  0.972914E-05  0.180740E-03   0.00000       0.00000       0.00000      0.241354E-01   0.00000      -1.00000      0.147621      0.553401       0.00000       5.45602       24.0662       0.00000      0.283847E-03  0.283847E-03   0.00000    
 0.21000D+03   1.852486       0.000000      0.191386E-01  0.431635E-02  0.154121E-01   0.00000       0.00000       0.00000      0.219875E-03  0.971654E-05  0.177385E-03   0.00000       0.00000       0.00000      0.249490E-01   0.00000      -1.00000      0.147614      0.553413       0.00000       5.50570       24.5387       0.00000      0.282675E-03  0.282675E-03   0.00000    
 0.21300D+03   1.852474       0.000000      0.197841E-01  0.434716E-02  0.159292E-01   0.00000       0.00000       0.00000      0.219968E-03  0.877595E-05  0.176884E-03   0.00000       0.00000       0.00000      0.257691E-01   0.00000      -1.00000      0.147627      0.553388       0.00000       5.57434       25.0158       0.00000      0.282402E-03  0.282402E-03   0.00000    
